"","Country","1978","1982","1983","1985","1986","1988","1990","1994","1996","1997","1998","2000","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"44","Myanmar",NA,NA,0.6,0.8,NA,NA,NA,NA,NA,0.8,0.594666666666667,NA,0.658436686914044,0.733333333333333,NA,0.6,1,0.99564486742122,NA,NA,NA,0.725,NA,0.699263770371256,0.64969934384239,0.801428760840459,0.89498627281564,NA,0.801475969893616
"45","Vanuatu",NA,0.48594562445158,NA,NA,NA,NA,NA,NA,NA,NA,0.771428571428571,0.666666666666667,NA,NA,NA,0.6,0.6,NA,0.743424688110464,NA,NA,0.85,NA,0.6,0.4,0.974278817200674,0.7,NA,1
"46","Wallis and Futuna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,0.6,NA,NA,1,NA,NA,0.85,0.8,NA,NA,0.975,0.7,NA,NA
"47","Guam",0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.20653757372152,NA,NA,NA,NA,NA,NA,0.798189461693382,NA,NA,0.85,0.84,0.6,NA,0.955360905759797,1,0.733333333333333,1
"48","Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,0.6,NA,NA,1,NA,1,0.8,0.84,NA,1,0.95,0.7,1,NA
"49","Pitcairn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,0.6,NA,NA,NA,0.6,NA,NA,1,NA,NA,0.85,0.8,NA,NA,0.977777777777778,0.4,NA,NA
"50","Samoa",NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,0.963448728137224,NA,1,0.85,0.85,0.6,NA,0.975,0.7,0.866666666666667,1
"51","Christmas Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,NA,NA,0.85,NA,NA,NA,0.975,0.333333333333333,0.2,NA
"52","Cocos (Keeling) Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,0.8,NA,NA,NA,1,NA,NA
"53","Fiji",0.4,0.428184480798179,NA,NA,NA,NA,NA,NA,NA,NA,0.60655737704918,0.568046732879226,NA,0.6,NA,0.6,NA,NA,0.838675696048312,NA,NA,0.85,NA,0.440121291183025,0.8527448504372,0.974835758881067,0.676190476190476,NA,1
"54","Tokelau",NA,0.422344673209024,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,0.6,NA,NA,1,NA,NA,0.85,NA,NA,NA,0.974999281701338,0.7,0.6,NA
"55","Tonga",NA,0.442779751153592,NA,NA,NA,NA,NA,NA,NA,NA,0.85,NA,NA,0.6,NA,0.6,NA,0.6,0.925,NA,1,0.85,0.725,0.6,0.866666666666667,0.974967883389233,0.7,0.733302886374324,1
"56","Tuvalu",NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.599982712407783,NA,NA,NA,0.6,NA,NA,1,NA,NA,0.85,NA,0.6,NA,0.975,0.7,NA,1
"57","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.6,NA,NA,NA,0.6,NA,NA,1,NA,1,0.85,0.866666666666667,NA,1,0.975,0.7,NA,1
"58","New Caledonia",0.4,0.491066713087887,NA,NA,NA,NA,NA,NA,NA,NA,0.556340956340956,NA,0.6,0.6,NA,0.6,0.6,NA,0.818309237562278,NA,0.603389830508475,0.85,0.879789686657704,0.79944847302701,0.4,NA,NA,0.543481357191669,0.400810670247877
"59","Niue",NA,0.518469338832501,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.6,NA,NA,NA,0.6,NA,NA,1,NA,NA,0.85,0.8,NA,1,0.974995123863038,0.7,0.6,1
"60","Norfolk Island",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.822222222222222,NA,NA,NA,0.975,1,NA,NA
"61","Northern Mariana Islands",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,0.885714285714286,NA,1,NA,1,0.733333333333333,NA
"62","Palau",NA,0.47657030840354,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667,0.985157959700436,NA,NA,NA,NA,0.6,NA,0.887479118878852,NA,NA,0.85,NA,0.6,NA,0.974958439111946,0.56,NA,1
"63","Holy See (Vatican City State)",NA,NA,NA,NA,NA,0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Macedonia, the former Yugoslav Republic of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.933333333333333,0.8,0.8,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.4,0.933333333333333,NA,0.8,NA
"65","Malta",NA,0.6,NA,NA,0.6,0.6,0.6,0.6,NA,NA,0.95,NA,NA,NA,0.966666666666667,NA,NA,0.950000011361135,0.988235519869099,NA,NA,0.781818181818182,0.599978436296228,1,1,NA,NA,0.649995213455218,NA
"66","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.733330366853345,1,1,0.885714285714286,NA,NA,NA
"67","Poland",NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,0.709082757224683,0.801637397580656,NA,0.969491320086168,NA,NA,0.940327282365238,NA,1,NA,NA,NA,1,0.76,0.866568855068119,NA,NA,1
"68","Romania",NA,0.6,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,0.909769524250759,NA,1,NA,NA,0.978173463136683,NA,NA,0.747050529898686,0.733333333333333,0.88,0.914210609161099,NA,NA,1
"69","San Marino",NA,NA,NA,NA,NA,NA,NA,0.6,0.942856200985938,NA,NA,0.8,NA,NA,0.96000014797919,NA,NA,0.899999124974393,0.971428037347688,NA,0.923076587269446,NA,NA,NA,NA,0.8,0.977777192442228,NA,NA
"70","Albania",NA,0.599810111717028,0.6,0.8,NA,NA,NA,NA,NA,NA,0.92,NA,0.8,NA,0.900052073379024,NA,NA,0.947388870661222,NA,NA,NA,NA,0.799375374279937,0.899013107223107,0.88,NA,NA,NA,1
"71","Latvia",NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,0.6,0.8,NA,0.966582928623168,NA,NA,0.95534844082764,NA,1,NA,NA,0.794410344992443,1,0.76,0.866687053376063,0.999382169419785,NA,1
"72","Liechtenstein",NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,0.949999916283901,NA,NA,NA,NA,1,NA,NA,0.8,NA,0.7,0.900000007644943,NA,NA,1
"73","Lithuania",NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,0.800446688174264,NA,0.966695089633093,NA,NA,NA,NA,1,NA,NA,0.697822381891427,1,0.76,0.866643592411152,0.999303780132667,NA,1
"74","Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.800014869038422,0.8,NA,0.942845652763229,NA,NA,NA,NA,1,NA,NA,0.8,NA,0.4,0.9,NA,NA,NA
"75","Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,0.955423660236957,NA,NA,0.944000674201462,NA,NA,NA,NA,NA,1,0.666666666666667,NA,NA,NA,NA
"76","Bosnia and Herzegovina",NA,0.599997764614904,NA,NA,NA,NA,NA,NA,NA,NA,0.733333333333333,NA,0.8,NA,0.900104723031797,NA,NA,0.903709468600092,NA,NA,NA,NA,0.799997550867025,0.799999441149041,0.84,NA,NA,NA,0.600402422402514
"77","Bulgaria",NA,0.6,NA,0.8,NA,NA,NA,NA,NA,NA,0.9,0.998909694779556,NA,NA,0.891356521205477,NA,NA,NA,NA,0.967158029890372,NA,NA,0.749784956013462,0.5,0.88,0.824992297628403,NA,NA,1
"78","Croatia",NA,0.59822081945041,NA,NA,NA,NA,NA,NA,NA,NA,0.95,NA,0.8,NA,0.866955747787656,NA,NA,NA,NA,NA,NA,NA,0.798812740891768,0.799548532607936,0.857142857142857,NA,NA,NA,0.600726787322204
"79","Denmark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,0.999783589107534,NA,NA,0.953168507696534,NA,NA,NA,NA,NA,1,0.666666666666667,NA,NA,NA,NA
"80","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.800003176619896,NA,0.999919294853367,NA,NA,0.936995528213908,NA,1,NA,NA,0.795942948807089,1,0.666666666666667,0.840051082256153,0.999657438985879,NA,0.600839134684956
"81","Faroe Islands",NA,NA,NA,NA,0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.866666666666667,NA,NA,1,1,NA,1,0.6,0.866666666666667,1,NA,NA
"82","Finland",NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,0.761040469926847,0.801970400037921,NA,0.998408283283679,NA,NA,0.950124156266485,NA,1,NA,NA,0.771656495697414,1,0.750107736213668,0.801197052456899,0.97319579721111,0.4,0.889706861329927
"83","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0.8,NA,NA,1,1,NA,NA
"84","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,0.942861435223446,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0.8,1,NA,1,1,NA,NA
"85","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0.8,NA,NA,1,1,NA,NA
"86","Germany",NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,0.6,NA,0.800376437301337,NA,0.980089672851524,NA,NA,0.941150991733866,NA,NA,NA,NA,NA,1,0.633333333333333,NA,NA,NA,1
"87","Gibraltar",NA,NA,NA,NA,0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,0.966666666666667,NA,NA,0.866666666666667,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"88","Greenland",NA,0.6,NA,NA,0.484212641985917,0.484212641985917,0.6,0.6,NA,NA,NA,1,NA,NA,1,NA,0.6,0.840094650321407,NA,NA,1,0.9,NA,1,0.664588046243719,0.84,0.73102897535989,1,1
"89","Slovakia",NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,0.999398197090351,0.80002668817812,NA,0.955566796414196,NA,NA,0.963053485034407,NA,0.975081907906822,NA,NA,0.6987721496682,1,0.75,0.999701816304027,0.970198682223923,NA,1
"90","Slovenia",NA,0.495360883174165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.890984279343809,NA,NA,NA,NA,NA,NA,NA,0.799985141163727,0.799997817892252,0.833333333333333,NA,NA,NA,1
"91","Svalbard and Jan Mayen",NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,1,NA,NA,NA,NA,0.866666666666667,NA,NA,NA
"92","Sweden",NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,0.797534409493042,0.801134032897946,NA,0.99897926793246,NA,NA,0.960860232584468,NA,1,NA,NA,NA,1,0.760162133045905,0.818569150085877,NA,NA,0.949414364056615
"93","Switzerland",NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,0.733333333333333,0.8,NA,0.933339489312804,NA,NA,0.959673242839491,NA,0.95006479868662,NA,NA,0.799237289694981,1,0.766666666666667,0.933345125717207,NA,NA,1
"94","Andorra",NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,0.999995453908923,NA,NA,0.999999431744255,NA,NA,0.938446047909134,NA,NA,NA,NA,NA,NA,1,0.8,0.984602756673207,NA,NA
"95","Austria",NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,0.799786084574161,0.80001467982974,NA,0.949809007496531,NA,NA,0.965976540650862,NA,0.97517558273368,NA,NA,0.79839397611995,1,0.8,0.999786093905577,NA,NA,1
"96","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666607339738272,0.80010811383601,NA,0.955443245940726,NA,NA,0.964048438086877,NA,0.975322142626436,NA,NA,0.798244492555291,1,0.733333333333333,0.999733160893889,NA,NA,1
"97","Iceland",NA,NA,NA,NA,0.524772291669461,0.524772291669461,0.6,0.6,NA,NA,NA,NA,NA,NA,1,NA,NA,0.844553080245227,NA,NA,NA,0.92,NA,1,0.602456271000117,NA,NA,NA,1
"98","Netherlands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.800086568770647,NA,0.974859031149009,NA,NA,0.947678301235639,NA,NA,NA,NA,NA,1,0.6,NA,NA,NA,NA
"99","Norway",NA,0.6,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,0.801829577374591,NA,0.999011715888295,NA,0.866666666666667,0.942499075316461,NA,NA,NA,NA,0.837651129952219,1,0.800322168690909,NA,NA,NA,0.939978575455397
"100","Ireland",NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.989425251840688,0.8,NA,0.999873370618362,NA,0.6,0.929053964471273,NA,NA,NA,0.8,NA,0.997586606461462,0.6,0.857132472656408,NA,NA,NA
"101","Åland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Montenegro",NA,0.599967641149197,NA,0.8,NA,NA,NA,NA,NA,NA,0.933333333333333,NA,NA,NA,0.925003099164904,NA,NA,NA,NA,NA,NA,NA,0.799675190849666,0.50000809156037,0.966666666666667,NA,NA,NA,0.6
"103","Guyana",NA,0.57524118473343,NA,NA,NA,NA,0.57524118473343,0.572143096684309,NA,NA,0.651282051282051,NA,0.737141182850066,1,0.667767149419794,0.6,0.820671590832861,0.6,NA,NA,0.704887496531997,0.804210541195604,0.84,0.6,0.850350276981302,NA,0.964083279372968,0.8,0.601055099355611
"104","Falkland Islands (Malvinas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.6,0.8,1,NA,NA,NA,NA,1
"105","French Guiana",NA,0.599844407828098,NA,NA,0.599844407828098,0.599844407828098,0.624569154919705,0.628167329625144,NA,NA,0.65,NA,0.734831271870524,1,NA,0.6,0.808620704313148,0.6,NA,NA,0.701925036102025,0.80166755574135,0.8,0.6,0.887878791652084,NA,0.95653574267711,0.749981425069236,1
"106","Suriname",NA,0.599713048004208,NA,NA,0.599713048004208,0.599713048004208,0.599713048004208,0.599665366749406,NA,NA,0.674285714285714,NA,0.735966209629253,0.64333939111225,0.501525424721941,0.6,0.814780322538733,0.6,0.962779158468512,NA,0.606099360473209,0.80292494386363,0.8,0.6,0.847310662724677,NA,0.962601799800321,0.73327867162771,NA
"107","Uruguay",NA,0.599840006242989,NA,NA,0.599840006242989,0.59984011054989,0.59984011054989,0.599684740841344,NA,NA,NA,NA,0.838509250027238,NA,0.991121891892232,0.6,0.648817751733399,1,0.919439582419708,NA,0.624727756048944,0.901225216078533,0.7,0.505550689273368,0.841168487465611,NA,NA,0.699926648138338,0.401707372462619
"108","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,0.669244067291122,0.767865272701681,NA,0.541055018813165,NA,0.70941062569274,NA,NA,NA,0.705137746714583,0.880220477398307,1,0.259591131018806,0.775395900126633,0.881335702198937,NA,0.803587012509913,0.6
"109","Peru",NA,0.607305887765701,NA,NA,NA,NA,NA,NA,NA,NA,0.62483660130719,NA,0.642977334746215,NA,NA,0.6,0.823928250030708,0.601830589630912,NA,NA,0.653131747123703,0.824557592054384,0.759289511952526,0.666796725906681,0.859142600024566,NA,NA,0.815364171710578,0.533786779816327
"110","Virgin Islands, British",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.514285714285714,NA,NA,0.2,NA,0.6,0.2,0.6,NA,NA,0.6,NA,0.8,NA,1,NA,0.6,NA,NA
