"","year","code","category","Species","Class","Region","count","code_mod","risk"
"40147","1998","VU","Vulnerable","Symplocos mezii","MAGNOLIOPSIDA","global",1,"VU",2
"40148","1998","VU","Vulnerable","Symplocos peruviana","MAGNOLIOPSIDA","global",1,"VU",2
"40149","1998","DD","Data Deficient","Tachigali tessmannii","MAGNOLIOPSIDA","global",1,"NA",0
"40150","1998","VU","Vulnerable","Thyrsodium herrerense","MAGNOLIOPSIDA","global",1,"VU",2
"40151","1998","VU","Vulnerable","Topobea pascoensis","MAGNOLIOPSIDA","global",1,"VU",2
"40152","1998","VU","Vulnerable","Tovomita chachapoyasensis","MAGNOLIOPSIDA","global",1,"VU",2
"40153","1998","VU","Vulnerable","Tovomita microcarpa","MAGNOLIOPSIDA","global",1,"VU",2
"40154","1998","VU","Vulnerable","Tovomita weberbaueri","MAGNOLIOPSIDA","global",1,"VU",2
"40155","1998","VU","Vulnerable","Vantanea peruviana","MAGNOLIOPSIDA","global",1,"VU",2
"40156","1998","VU","Vulnerable","Vantanea spichigeri","MAGNOLIOPSIDA","global",1,"VU",2
"40157","1998","VU","Vulnerable","Viburnum tridentatum","MAGNOLIOPSIDA","global",1,"VU",2
"40158","1998","VU","Vulnerable","Weinmannia apurimacensis","MAGNOLIOPSIDA","global",1,"VU",2
"40159","1998","VU","Vulnerable","Weinmannia descendens","MAGNOLIOPSIDA","global",1,"VU",2
"40160","1998","VU","Vulnerable","Weinmannia jelskii","MAGNOLIOPSIDA","global",1,"VU",2
"40161","1998","VU","Vulnerable","Weinmannia ueli","MAGNOLIOPSIDA","global",1,"VU",2
"40162","1998","VU","Vulnerable","Wettinia longipetala","LILIOPSIDA","global",1,"VU",2
"40163","1998","DD","Data Deficient","Xylosma ruizianum","MAGNOLIOPSIDA","global",1,"NA",0
"40164","1998","VU","Vulnerable","Zanthoxylum albuquerquei","MAGNOLIOPSIDA","global",1,"VU",2
"40165","1998","VU","Vulnerable","Zygia oriunda","MAGNOLIOPSIDA","global",1,"VU",2
"40166","1998","V","Vulnerable","Vitellaria paradoxa","MAGNOLIOPSIDA","global",2,"VU",2
"40167","1998","VU","Vulnerable","Vitellaria paradoxa","MAGNOLIOPSIDA","global",2,"VU",2
"40168","1998","V","Vulnerable","Beilschmiedia ugandensis","MAGNOLIOPSIDA","global",2,"VU",2
"40169","1998","VU","Vulnerable","Beilschmiedia ugandensis","MAGNOLIOPSIDA","global",2,"VU",2
"40170","1998","EN","Endangered","Vitex gaumeri","MAGNOLIOPSIDA","global",1,"EN",3
"40171","1998","VU","Vulnerable","Pimenta filipes","MAGNOLIOPSIDA","global",1,"VU",2
"40172","1998","VU","Vulnerable","Parkia parvifoliola","MAGNOLIOPSIDA","global",1,"VU",2
"40173","1998","EN","Endangered","Bicuiba oleifera","MAGNOLIOPSIDA","global",1,"EN",3
"40174","1998","VU","Vulnerable","Knema pierrei","MAGNOLIOPSIDA","global",1,"VU",2
"40175","1998","VU","Vulnerable","Knema conica","MAGNOLIOPSIDA","global",1,"VU",2
"40176","1998","VU","Vulnerable","Knema mixta","MAGNOLIOPSIDA","global",1,"VU",2
"40177","1998","VU","Vulnerable","Knema tonkinensis","MAGNOLIOPSIDA","global",1,"VU",2
"40178","1998","VU","Vulnerable","Knema lampongensis","MAGNOLIOPSIDA","global",1,"VU",2
"40179","1998","VU","Vulnerable","Knema poilanei","MAGNOLIOPSIDA","global",1,"VU",2
"40180","1998","VU","Vulnerable","Knema pachycarpa","MAGNOLIOPSIDA","global",1,"VU",2
"40181","1998","VU","Vulnerable","Knema stenocarpa","MAGNOLIOPSIDA","global",1,"VU",2
"40182","1998","VU","Vulnerable","Knema alvarezii","MAGNOLIOPSIDA","global",1,"VU",2
"40183","1998","LR/lc","Lower Risk/least concern","Knema attenuata","MAGNOLIOPSIDA","global",1,"LC",0
"40184","1998","VU","Vulnerable","Knema austrosiamensis","MAGNOLIOPSIDA","global",1,"VU",2
"40185","1998","VU","Vulnerable","Knema saxatilis","MAGNOLIOPSIDA","global",1,"VU",2
"40186","1998","VU","Vulnerable","Knema squamulosa","MAGNOLIOPSIDA","global",1,"VU",2
"40187","1998","VU","Vulnerable","Knema sessiflora","MAGNOLIOPSIDA","global",1,"VU",2
"40188","1998","VU","Vulnerable","Knema riangensis","MAGNOLIOPSIDA","global",1,"VU",2
"40189","1998","VU","Vulnerable","Knema emmae","MAGNOLIOPSIDA","global",1,"VU",2
"40190","1998","VU","Vulnerable","Knema krusemaniana","MAGNOLIOPSIDA","global",1,"VU",2
"40191","1998","VU","Vulnerable","Knema longepilosa","MAGNOLIOPSIDA","global",1,"VU",2
"40192","1998","VU","Vulnerable","Knema ridsdaleana","MAGNOLIOPSIDA","global",1,"VU",2
"40193","1998","VU","Vulnerable","Polylepis crista-galli","MAGNOLIOPSIDA","global",1,"VU",2
"40194","1998","VU","Vulnerable","Polylepis neglecta","MAGNOLIOPSIDA","global",1,"VU",2
"40195","1998","VU","Vulnerable","Polylepis rugulosa","MAGNOLIOPSIDA","global",1,"VU",2
"40196","1998","VU","Vulnerable","Horsfieldia longiflora","MAGNOLIOPSIDA","global",1,"VU",2
"40197","1998","EN","Endangered","Horsfieldia obscurineria","MAGNOLIOPSIDA","global",1,"EN",3
"40198","1998","VU","Vulnerable","Horsfieldia ardisiifolia","MAGNOLIOPSIDA","global",1,"VU",2
"40199","1998","VU","Vulnerable","Horsfieldia samarensis","MAGNOLIOPSIDA","global",1,"VU",2
"40200","1998","LR/nt","Lower Risk/near threatened","Horsfieldia palauensis","MAGNOLIOPSIDA","global",1,"LC",0
"40201","1998","LR/lc","Lower Risk/least concern","Horsfieldia olens","MAGNOLIOPSIDA","global",1,"LC",0
"40202","1998","VU","Vulnerable","Horsfieldia sepikensis","MAGNOLIOPSIDA","global",1,"VU",2
"40203","2018","LC","Least Concern","Horsfieldia australiana","MAGNOLIOPSIDA","global",1,"LC",0
"40204","1998","DD","Data Deficient","Horsfieldia crux-melitensis","MAGNOLIOPSIDA","global",1,"NA",0
"40205","1998","VU","Vulnerable","Horsfieldia clavata","MAGNOLIOPSIDA","global",1,"VU",2
"40206","1998","VU","Vulnerable","Horsfieldia ampla","MAGNOLIOPSIDA","global",1,"VU",2
"40207","1998","VU","Vulnerable","Horsfieldia ampliformis","MAGNOLIOPSIDA","global",1,"VU",2
"40208","1998","VU","Vulnerable","Horsfieldia iriana","MAGNOLIOPSIDA","global",1,"VU",2
"40209","1998","LR/lc","Lower Risk/least concern","Horsfieldia whitmorei","MAGNOLIOPSIDA","global",1,"LC",0
"40210","1998","LR/nt","Lower Risk/near threatened","Horsfieldia lancifolia","MAGNOLIOPSIDA","global",1,"LC",0
"40211","1998","DD","Data Deficient","Horsfieldia leptantha","MAGNOLIOPSIDA","global",1,"NA",0
"40212","2018","EN","Endangered","Horsfieldia ralunensis","MAGNOLIOPSIDA","global",1,"EN",3
"40213","1998","VU","Vulnerable","Horsfieldia tristis","MAGNOLIOPSIDA","global",1,"VU",2
"40214","1998","VU","Vulnerable","Horsfieldia pulcherrima","MAGNOLIOPSIDA","global",1,"VU",2
"40215","1998","VU","Vulnerable","Horsfieldia gracilis","MAGNOLIOPSIDA","global",1,"VU",2
"40216","1998","VU","Vulnerable","Horsfieldia macilenta","MAGNOLIOPSIDA","global",1,"VU",2
"40217","1998","VU","Vulnerable","Horsfieldia punctata","MAGNOLIOPSIDA","global",1,"VU",2
"40218","1998","LR/nt","Lower Risk/near threatened","Horsfieldia coriacea","MAGNOLIOPSIDA","global",1,"LC",0
"40219","1998","VU","Vulnerable","Horsfieldia squamulosa","MAGNOLIOPSIDA","global",1,"VU",2
"40220","1998","VU","Vulnerable","Horsfieldia urceolata","MAGNOLIOPSIDA","global",1,"VU",2
"40221","1998","VU","Vulnerable","Horsfieldia elongata","MAGNOLIOPSIDA","global",1,"VU",2
"40222","1998","DD","Data Deficient","Horsfieldia discolor","MAGNOLIOPSIDA","global",1,"NA",0
"40223","1998","VU","Vulnerable","Horsfieldia perangusta","MAGNOLIOPSIDA","global",1,"VU",2
"40224","1998","VU","Vulnerable","Myristica alba","MAGNOLIOPSIDA","global",1,"VU",2
"40225","1998","VU","Vulnerable","Myristica fissurata","MAGNOLIOPSIDA","global",1,"VU",2
"40226","1998","VU","Vulnerable","Myristica pubicarpa","MAGNOLIOPSIDA","global",1,"VU",2
"40227","1998","VU","Vulnerable","Myristica robusta","MAGNOLIOPSIDA","global",1,"VU",2
"40228","1998","LR/lc","Lower Risk/least concern","Myristica sangowoensis","MAGNOLIOPSIDA","global",1,"LC",0
"40229","1998","VU","Vulnerable","Myristica ampliata","MAGNOLIOPSIDA","global",1,"VU",2
"40230","1998","LR/nt","Lower Risk/near threatened","Myristica guadalcanalensis","MAGNOLIOPSIDA","global",1,"LC",0
"40231","1998","LR/nt","Lower Risk/near threatened","Myristica xylocarpa","MAGNOLIOPSIDA","global",1,"LC",0
"40232","1998","VU","Vulnerable","Myristica petiolata","MAGNOLIOPSIDA","global",1,"VU",2
"40233","1998","LR/lc","Lower Risk/least concern","Myristica guillauminiana","MAGNOLIOPSIDA","global",1,"LC",0
"40234","1998","VU","Vulnerable","Myristica arfakensis","MAGNOLIOPSIDA","global",1,"VU",2
"40235","1998","VU","Vulnerable","Myristica atresens","MAGNOLIOPSIDA","global",1,"VU",2
"40236","1998","VU","Vulnerable","Myristica brachypoda","MAGNOLIOPSIDA","global",1,"VU",2
"40237","1998","VU","Vulnerable","Myristica brevistipes","MAGNOLIOPSIDA","global",1,"VU",2
"40238","1998","VU","Vulnerable","Myristica byssacea","MAGNOLIOPSIDA","global",1,"VU",2
"40239","1998","VU","Vulnerable","Myristica coacta","MAGNOLIOPSIDA","global",1,"VU",2
"40240","1998","DD","Data Deficient","Myristica conspersa","MAGNOLIOPSIDA","global",1,"NA",0
"40241","1998","VU","Vulnerable","Myristica fasciculata","MAGNOLIOPSIDA","global",1,"VU",2
"40242","1998","DD","Data Deficient","Myristica filipes","MAGNOLIOPSIDA","global",1,"NA",0
"40243","1998","VU","Vulnerable","Myristica flavovirens","MAGNOLIOPSIDA","global",1,"VU",2
"40244","1998","VU","Vulnerable","Myristica incredibilis","MAGNOLIOPSIDA","global",1,"VU",2
"40245","1998","VU","Vulnerable","Myristica inundata","MAGNOLIOPSIDA","global",1,"VU",2
"40246","1998","LR/lc","Lower Risk/least concern","Myristica kalkmanii","MAGNOLIOPSIDA","global",1,"LC",0
"40247","1998","VU","Vulnerable","Myristica lasiocarpa","MAGNOLIOPSIDA","global",1,"VU",2
"40248","1998","VU","Vulnerable","Myristica leptophylla","MAGNOLIOPSIDA","global",1,"VU",2
"40249","1998","VU","Vulnerable","Myristica mediterranea","MAGNOLIOPSIDA","global",1,"VU",2
"40250","1998","VU","Vulnerable","Myristica millepunctata","MAGNOLIOPSIDA","global",1,"VU",2
"40251","1998","VU","Vulnerable","Myristica nana","MAGNOLIOPSIDA","global",1,"VU",2
"40252","1998","VU","Vulnerable","Myristica olivacea","MAGNOLIOPSIDA","global",1,"VU",2
"40253","1998","VU","Vulnerable","Myristica ornata","MAGNOLIOPSIDA","global",1,"VU",2
"40254","1998","VU","Vulnerable","Myristica ovicarpa","MAGNOLIOPSIDA","global",1,"VU",2
"40255","1998","VU","Vulnerable","Myristica pachycarpidia","MAGNOLIOPSIDA","global",1,"VU",2
"40256","1998","VU","Vulnerable","Myristica papillatifolia","MAGNOLIOPSIDA","global",1,"VU",2
"40257","1998","VU","Vulnerable","Myristica pilosella","MAGNOLIOPSIDA","global",1,"VU",2
"40258","1998","VU","Vulnerable","Myristica polyantha","MAGNOLIOPSIDA","global",1,"VU",2
"40259","1998","VU","Vulnerable","Myristica psilocarpa","MAGNOLIOPSIDA","global",1,"VU",2
"40260","1998","VU","Vulnerable","Myristica pygmaea","MAGNOLIOPSIDA","global",1,"VU",2
"40261","1998","VU","Vulnerable","Myristica schlechteri","MAGNOLIOPSIDA","global",1,"VU",2
"40262","1998","VU","Vulnerable","Myristica simulans","MAGNOLIOPSIDA","global",1,"VU",2
"40263","1998","VU","Vulnerable","Myristica sinclairii","MAGNOLIOPSIDA","global",1,"VU",2
"40264","1998","VU","Vulnerable","Myristica sogeriensis","MAGNOLIOPSIDA","global",1,"VU",2
"40265","1998","VU","Vulnerable","Myristica tamrauensis","MAGNOLIOPSIDA","global",1,"VU",2
"40266","1998","VU","Vulnerable","Myristica trianthera","MAGNOLIOPSIDA","global",1,"VU",2
"40267","1998","VU","Vulnerable","Myristica sarcantha","MAGNOLIOPSIDA","global",1,"VU",2
"40268","1998","VU","Vulnerable","Myristica verruculosa","MAGNOLIOPSIDA","global",1,"VU",2
"40269","1998","VU","Vulnerable","Myristica andamanica","MAGNOLIOPSIDA","global",1,"VU",2
"40270","1998","VU","Vulnerable","Myristica basilanica","MAGNOLIOPSIDA","global",1,"VU",2
"40271","1998","VU","Vulnerable","Myristica colinridsdalei","MAGNOLIOPSIDA","global",1,"VU",2
"40272","1998","VU","Vulnerable","Myristica corticata","MAGNOLIOPSIDA","global",1,"VU",2
"40273","1998","LR/nt","Lower Risk/near threatened","Myristica depressa","MAGNOLIOPSIDA","global",1,"LC",0
"40274","1998","VU","Vulnerable","Myristica devogelii","MAGNOLIOPSIDA","global",1,"VU",2
"40275","1998","VU","Vulnerable","Myristica extensa","MAGNOLIOPSIDA","global",1,"VU",2
"40276","1998","VU","Vulnerable","Myristica frugifera","MAGNOLIOPSIDA","global",1,"VU",2
"40277","1998","VU","Vulnerable","Myristica kjellbergii","MAGNOLIOPSIDA","global",1,"VU",2
"40278","1998","VU","Vulnerable","Myristica longipetiolata","MAGNOLIOPSIDA","global",1,"VU",2
"40279","1998","EN","Endangered","Myristica magnifica","MAGNOLIOPSIDA","global",1,"EN",3
"40280","1998","VU","Vulnerable","Myristica perlaevis","MAGNOLIOPSIDA","global",1,"VU",2
"40281","1998","VU","Vulnerable","Myristica pilosigemma","MAGNOLIOPSIDA","global",1,"VU",2
"40282","1998","VU","Vulnerable","Myristica ultrabasica","MAGNOLIOPSIDA","global",1,"VU",2
"40283","1998","VU","Vulnerable","Ardisia premontana","MAGNOLIOPSIDA","global",1,"VU",2
"40284","2004","VU","Vulnerable","Ardisia zakii","MAGNOLIOPSIDA","global",2,"VU",2
"40285","1998","VU","Vulnerable","Ardisia zakii","MAGNOLIOPSIDA","global",2,"VU",2
"40286","2004","VU","Vulnerable","Ardisia websterii","MAGNOLIOPSIDA","global",2,"VU",2
"40287","1998","LR/cd","Lower Risk/conservation dependent","Ardisia websterii","MAGNOLIOPSIDA","global",2,"LC",0
"40288","2004","NT","Near Threatened","Geissanthus vanderwerffii","MAGNOLIOPSIDA","global",2,"NT",1
"40289","1998","LR/cd","Lower Risk/conservation dependent","Geissanthus vanderwerffii","MAGNOLIOPSIDA","global",2,"LC",0
"40290","2004","VU","Vulnerable","Geissanthus challuayacus","MAGNOLIOPSIDA","global",2,"VU",2
"40291","1998","VU","Vulnerable","Geissanthus challuayacus","MAGNOLIOPSIDA","global",2,"VU",2
"40292","1998","VU","Vulnerable","Alstonia beatricis","MAGNOLIOPSIDA","global",1,"VU",2
"40293","1998","EN","Endangered","Alstonia annamensis","MAGNOLIOPSIDA","global",1,"EN",3
"40294","1998","VU","Vulnerable","Alstonia breviloba","MAGNOLIOPSIDA","global",1,"VU",2
"40295","1998","VU","Vulnerable","Alstonia penangiana","MAGNOLIOPSIDA","global",1,"VU",2
"40296","1998","VU","Vulnerable","Alstonia rubiginosa","MAGNOLIOPSIDA","global",1,"VU",2
"40297","1998","VU","Vulnerable","Goniothalamus majestatis","MAGNOLIOPSIDA","global",1,"VU",2
"40298","1998","VU","Vulnerable","Kibatalia elmeri","MAGNOLIOPSIDA","global",1,"VU",2
"40299","1998","VU","Vulnerable","Kibatalia gitingensis","MAGNOLIOPSIDA","global",1,"VU",2
"40300","1998","CR","Critically Endangered","Kibatalia longifolia","MAGNOLIOPSIDA","global",1,"CR",4
"40301","1998","VU","Vulnerable","Kibatalia macgregori","MAGNOLIOPSIDA","global",1,"VU",2
"40302","1998","VU","Vulnerable","Kibatalia merrilliana","MAGNOLIOPSIDA","global",1,"VU",2
"40303","1998","EN","Endangered","Kibatalia puberula","MAGNOLIOPSIDA","global",1,"EN",3
"40304","1998","EN","Endangered","Kibatalia stenopetala","MAGNOLIOPSIDA","global",1,"EN",3
"40305","1998","VU","Vulnerable","Kibatalia villosa","MAGNOLIOPSIDA","global",1,"VU",2
"40306","1998","EN","Endangered","Gloeocarpus patentivalvis","MAGNOLIOPSIDA","global",1,"EN",3
"40307","1998","CR","Critically Endangered","Gongrospermum philippinense","MAGNOLIOPSIDA","global",1,"CR",4
"40308","1998","EN","Endangered","Guioa acuminata","MAGNOLIOPSIDA","global",1,"EN",3
"40309","1998","VU","Vulnerable","Guioa asquamosa","MAGNOLIOPSIDA","global",1,"VU",2
"40310","1998","VU","Vulnerable","Guioa bicolor","MAGNOLIOPSIDA","global",1,"VU",2
"40311","1998","EN","Endangered","Guioa discolor","MAGNOLIOPSIDA","global",1,"EN",3
"40312","1998","CR","Critically Endangered","Guioa grandifoliola","MAGNOLIOPSIDA","global",1,"CR",4
"40313","1998","CR","Critically Endangered","Guioa hospita","MAGNOLIOPSIDA","global",1,"CR",4
"40314","1998","VU","Vulnerable","Guioa waigeoensis","MAGNOLIOPSIDA","global",1,"VU",2
"40315","1998","VU","Vulnerable","Guioa malukuensis","MAGNOLIOPSIDA","global",1,"VU",2
"40316","1998","VU","Vulnerable","Guioa melanopoda","MAGNOLIOPSIDA","global",1,"VU",2
"40317","1998","VU","Vulnerable","Guioa molliuscula","MAGNOLIOPSIDA","global",1,"VU",2
"40318","1998","VU","Vulnerable","Guioa multijuga","MAGNOLIOPSIDA","global",1,"VU",2
"40319","1998","EN","Endangered","Guioa myriadenia","MAGNOLIOPSIDA","global",1,"EN",3
"40320","1998","VU","Vulnerable","Guioa normanbiensis","MAGNOLIOPSIDA","global",1,"VU",2
"40321","1998","VU","Vulnerable","Guioa novobritannica","MAGNOLIOPSIDA","global",1,"VU",2
"40322","1998","CR","Critically Endangered","Guioa palawanica","MAGNOLIOPSIDA","global",1,"CR",4
"40323","1998","VU","Vulnerable","Guioa oligotricha","MAGNOLIOPSIDA","global",1,"VU",2
"40324","1998","CR","Critically Endangered","Guioa parvifoliola","MAGNOLIOPSIDA","global",1,"CR",4
"40325","1998","VU","Vulnerable","Guioa patentinervis","MAGNOLIOPSIDA","global",1,"VU",2
"40326","1998","VU","Vulnerable","Guioa pauciflora","MAGNOLIOPSIDA","global",1,"VU",2
"40327","1998","VU","Vulnerable","Guioa plurinervis","MAGNOLIOPSIDA","global",1,"VU",2
"40328","1998","CR","Critically Endangered","Guioa reticulata","MAGNOLIOPSIDA","global",1,"CR",4
"40329","1998","VU","Vulnerable","Guioa scalariformis","MAGNOLIOPSIDA","global",1,"VU",2
"40330","1998","EN","Endangered","Guioa truncata","MAGNOLIOPSIDA","global",1,"EN",3
"40331","1998","VU","Vulnerable","Guioa unguiculata","MAGNOLIOPSIDA","global",1,"VU",2
"40332","1998","VU","Vulnerable","Guioa venusta","MAGNOLIOPSIDA","global",1,"VU",2
"40333","1998","CR","Critically Endangered","Zollingeria borneensis","MAGNOLIOPSIDA","global",1,"CR",4
"40334","1998","VU","Vulnerable","Elattostachys aiyurensis","MAGNOLIOPSIDA","global",1,"VU",2
"40335","1998","VU","Vulnerable","Elattostachys erythrocarpum","MAGNOLIOPSIDA","global",1,"VU",2
"40336","1998","VU","Vulnerable","Elattostachys goropuensis","MAGNOLIOPSIDA","global",1,"VU",2
"40337","1998","VU","Vulnerable","Elattostachys rubrofructus","MAGNOLIOPSIDA","global",1,"VU",2
"40338","1998","VU","Vulnerable","Cupaniopsis acuticarpa","MAGNOLIOPSIDA","global",1,"VU",2
"40339","1998","VU","Vulnerable","Cupaniopsis bullata","MAGNOLIOPSIDA","global",1,"VU",2
"40340","1998","VU","Vulnerable","Cupaniopsis euneura","MAGNOLIOPSIDA","global",1,"VU",2
"40341","1998","VU","Vulnerable","Cupaniopsis napaensis","MAGNOLIOPSIDA","global",1,"VU",2
"40342","1998","VU","Vulnerable","Cupaniopsis phanerophleibia","MAGNOLIOPSIDA","global",1,"VU",2
"40343","1998","VU","Vulnerable","Cupaniopsis strigosa","MAGNOLIOPSIDA","global",1,"VU",2
"40344","1998","EN","Endangered","Prunus adenopoda","MAGNOLIOPSIDA","global",1,"EN",3
"40345","1998","LR/nt","Lower Risk/near threatened","Prunus clementis","MAGNOLIOPSIDA","global",1,"LC",0
"40346","1998","EN","Endangered","Prunus rubiginosa","MAGNOLIOPSIDA","global",1,"EN",3
"40347","1998","VU","Vulnerable","Prunus subglabra","MAGNOLIOPSIDA","global",1,"VU",2
"40348","1998","V","Vulnerable","Nectandra dasystyla","MAGNOLIOPSIDA","global",2,"VU",2
"40349","1998","VU","Vulnerable","Nectandra dasystyla","MAGNOLIOPSIDA","global",2,"VU",2
"40350","1998","DD","Data Deficient","Nectandra embirensis","MAGNOLIOPSIDA","global",2,"NA",0
"40351","1998","I","Indeterminate","Nectandra embirensis","MAGNOLIOPSIDA","global",2,"NA",0
"40352","1998","DD","Data Deficient","Nectandra japurensis","MAGNOLIOPSIDA","global",2,"NA",0
"40353","1998","I","Indeterminate","Nectandra japurensis","MAGNOLIOPSIDA","global",2,"NA",0
"40354","1998","I","Indeterminate","Nectandra reflexa","MAGNOLIOPSIDA","global",2,"NA",0
"40355","1998","VU","Vulnerable","Nectandra reflexa","MAGNOLIOPSIDA","global",2,"VU",2
"40356","1998","DD","Data Deficient","Mangifera lalijiwa","MAGNOLIOPSIDA","global",1,"NA",0
"40357","1998","CR","Critically Endangered","Saurauia bogoriensis","MAGNOLIOPSIDA","global",1,"CR",4
"40358","1998","VU","Vulnerable","Saurauia bracteosa","MAGNOLIOPSIDA","global",1,"VU",2
"40359","1998","VU","Vulnerable","Saurauia cauliflora","MAGNOLIOPSIDA","global",1,"VU",2
"40360","1998","VU","Vulnerable","Saurauia lanceolata","MAGNOLIOPSIDA","global",1,"VU",2
"40361","1998","VU","Vulnerable","Saurauia microphylla","MAGNOLIOPSIDA","global",1,"VU",2
"40362","1998","CR","Critically Endangered","Cassine koordersii","MAGNOLIOPSIDA","global",1,"CR",4
"40363","1998","VU","Vulnerable","Vernonia zollingerianoides","MAGNOLIOPSIDA","global",1,"VU",2
"40364","1998","VU","Vulnerable","Cyrtandra elbertii","MAGNOLIOPSIDA","global",1,"VU",2
"40365","1998","CR","Critically Endangered","Dehaasia acuminata","MAGNOLIOPSIDA","global",1,"CR",4
"40366","1998","CR","Critically Endangered","Dehaasia pugerensis","MAGNOLIOPSIDA","global",1,"CR",4
"40367","1998","CR","Critically Endangered","Dehaasia chatacea","MAGNOLIOPSIDA","global",1,"CR",4
"40368","1998","CR","Critically Endangered","Nothaphoebe javanica","MAGNOLIOPSIDA","global",1,"CR",4
"40369","1998","EN","Endangered","Limnocitrus littoralis","MAGNOLIOPSIDA","global",1,"EN",3
"40370","1998","EN","Endangered","Heritiera percoriacea","MAGNOLIOPSIDA","global",2,"EN",3
"40371","1998","I","Indeterminate","Heritiera percoriacea","MAGNOLIOPSIDA","global",2,"NA",0
"40372","1998","V","Vulnerable","Zygogynum cristatum","MAGNOLIOPSIDA","global",2,"VU",2
"40373","1998","VU","Vulnerable","Zygogynum cristatum","MAGNOLIOPSIDA","global",2,"VU",2
